od620,row,column,hour,testid,media,taxa,well,experiment,hour.exp,sp_id,bac_sp,sp_full
0.361,D,7,26,422,13d-Keratin,blank,D7,4,26,NA,NA,NA - NA
0.372,A,8,26,422,13d-Keratin,Sp.1,A8,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.367,B,8,26,422,13d-Keratin,Sp.2,B8,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.568,C,8,26,422,13d-Keratin,Sp.3,C8,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,8,26,422,13d-Keratin,blank,D8,4,26,NA,NA,NA - NA
0.379,A,9,26,422,13d-Keratin,Sp.1,A9,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.377,B,9,26,422,13d-Keratin,Sp.2,B9,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.563,C,9,26,422,13d-Keratin,Sp.3,C9,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.368,D,9,26,422,13d-Keratin,blank,D9,4,26,NA,NA,NA - NA
0.373,A,1,26,422,5d-Keratin,Sp.1,A1,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.417,B,1,26,422,5d-Keratin,Sp.2,B1,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.53,C,1,26,422,5d-Keratin,Sp.3,C1,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.392,D,1,26,422,5d-Keratin,blank,D1,4,26,NA,NA,NA - NA
0.364,A,2,26,422,5d-Keratin,Sp.1,A2,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.421,B,2,26,422,5d-Keratin,Sp.2,B2,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.549,C,2,26,422,5d-Keratin,Sp.3,C2,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.408,D,2,26,422,5d-Keratin,blank,D2,4,26,NA,NA,NA - NA
0.351,A,3,26,422,5d-Keratin,Sp.1,A3,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.437,B,3,26,422,5d-Keratin,Sp.2,B3,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.556,C,3,26,422,5d-Keratin,Sp.3,C3,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.418,D,3,26,422,5d-Keratin,blank,D3,4,26,NA,NA,NA - NA
0.348,A,4,26,422,9d-Keratin,Sp.1,A4,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.357,B,4,26,422,9d-Keratin,Sp.2,B4,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.479,C,4,26,422,9d-Keratin,Sp.3,C4,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.339,D,4,26,422,9d-Keratin,blank,D4,4,26,NA,NA,NA - NA
0.343,A,5,26,422,9d-Keratin,Sp.1,A5,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.339,B,5,26,422,9d-Keratin,Sp.2,B5,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.501,C,5,26,422,9d-Keratin,Sp.3,C5,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.345,D,5,26,422,9d-Keratin,blank,D5,4,26,NA,NA,NA - NA
0.366,A,6,26,422,9d-Keratin,Sp.1,A6,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.359,B,6,26,422,9d-Keratin,Sp.2,B6,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.534,C,6,26,422,9d-Keratin,Sp.3,C6,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.346,D,6,26,422,9d-Keratin,blank,D6,4,26,NA,NA,NA - NA
0.233,E,1,26,422,M9,blank,E1,4,26,NA,NA,NA - NA
0.213,F,1,26,422,M9,Sp.1,F1,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.206,G,1,26,422,M9,Sp.2,G1,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.205,H,1,26,422,M9,Sp.3,H1,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.229,E,2,26,422,M9,blank,E2,4,26,NA,NA,NA - NA
0.231,F,2,26,422,M9,Sp.1,F2,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.224,G,2,26,422,M9,Sp.2,G2,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.211,H,2,26,422,M9,Sp.3,H2,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.241,E,3,26,422,M9,blank,E3,4,26,NA,NA,NA - NA
0.216,F,3,26,422,M9,Sp.1,F3,4,26,EKS17.21,need 16S,EKS17.21 - need 16S
0.225,G,3,26,422,M9,Sp.2,G3,4,26,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.221,H,3,26,422,M9,Sp.3,H3,4,26,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,A,10,27,422,1%-Keratin,Sp.1,A10,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.375,B,10,27,422,1%-Keratin,Sp.2,B10,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.379,C,10,27,422,1%-Keratin,Sp.3,C10,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.378,D,10,27,422,1%-Keratin,blank,D10,4,27,NA,NA,NA - NA
0.363,A,11,27,422,1%-Keratin,Sp.1,A11,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.366,B,11,27,422,1%-Keratin,Sp.2,B11,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.367,C,11,27,422,1%-Keratin,Sp.3,C11,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.369,D,11,27,422,1%-Keratin,blank,D11,4,27,NA,NA,NA - NA
0.375,A,12,27,422,1%-Keratin,Sp.1,A12,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.36,B,12,27,422,1%-Keratin,Sp.2,B12,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.377,C,12,27,422,1%-Keratin,Sp.3,C12,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.381,D,12,27,422,1%-Keratin,blank,D12,4,27,NA,NA,NA - NA
0.375,A,7,27,422,13d-Keratin,Sp.1,A7,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.399,B,7,27,422,13d-Keratin,Sp.2,B7,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.574,C,7,27,422,13d-Keratin,Sp.3,C7,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.363,D,7,27,422,13d-Keratin,blank,D7,4,27,NA,NA,NA - NA
0.373,A,8,27,422,13d-Keratin,Sp.1,A8,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.373,B,8,27,422,13d-Keratin,Sp.2,B8,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.585,C,8,27,422,13d-Keratin,Sp.3,C8,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,8,27,422,13d-Keratin,blank,D8,4,27,NA,NA,NA - NA
0.38,A,9,27,422,13d-Keratin,Sp.1,A9,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.381,B,9,27,422,13d-Keratin,Sp.2,B9,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.584,C,9,27,422,13d-Keratin,Sp.3,C9,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.37,D,9,27,422,13d-Keratin,blank,D9,4,27,NA,NA,NA - NA
0.375,A,1,27,422,5d-Keratin,Sp.1,A1,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.417,B,1,27,422,5d-Keratin,Sp.2,B1,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.549,C,1,27,422,5d-Keratin,Sp.3,C1,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.394,D,1,27,422,5d-Keratin,blank,D1,4,27,NA,NA,NA - NA
0.362,A,2,27,422,5d-Keratin,Sp.1,A2,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.419,B,2,27,422,5d-Keratin,Sp.2,B2,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.569,C,2,27,422,5d-Keratin,Sp.3,C2,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.407,D,2,27,422,5d-Keratin,blank,D2,4,27,NA,NA,NA - NA
0.35,A,3,27,422,5d-Keratin,Sp.1,A3,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.437,B,3,27,422,5d-Keratin,Sp.2,B3,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.575,C,3,27,422,5d-Keratin,Sp.3,C3,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.418,D,3,27,422,5d-Keratin,blank,D3,4,27,NA,NA,NA - NA
0.348,A,4,27,422,9d-Keratin,Sp.1,A4,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.356,B,4,27,422,9d-Keratin,Sp.2,B4,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.5,C,4,27,422,9d-Keratin,Sp.3,C4,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.34,D,4,27,422,9d-Keratin,blank,D4,4,27,NA,NA,NA - NA
0.343,A,5,27,422,9d-Keratin,Sp.1,A5,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.34,B,5,27,422,9d-Keratin,Sp.2,B5,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.521,C,5,27,422,9d-Keratin,Sp.3,C5,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.345,D,5,27,422,9d-Keratin,blank,D5,4,27,NA,NA,NA - NA
0.368,A,6,27,422,9d-Keratin,Sp.1,A6,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.36,B,6,27,422,9d-Keratin,Sp.2,B6,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.557,C,6,27,422,9d-Keratin,Sp.3,C6,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.345,D,6,27,422,9d-Keratin,blank,D6,4,27,NA,NA,NA - NA
0.228,E,1,27,422,M9,blank,E1,4,27,NA,NA,NA - NA
0.213,F,1,27,422,M9,Sp.1,F1,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.211,G,1,27,422,M9,Sp.2,G1,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.217,H,1,27,422,M9,Sp.3,H1,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.226,E,2,27,422,M9,blank,E2,4,27,NA,NA,NA - NA
0.233,F,2,27,422,M9,Sp.1,F2,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.227,G,2,27,422,M9,Sp.2,G2,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.211,H,2,27,422,M9,Sp.3,H2,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.233,E,3,27,422,M9,blank,E3,4,27,NA,NA,NA - NA
0.214,F,3,27,422,M9,Sp.1,F3,4,27,EKS17.21,need 16S,EKS17.21 - need 16S
0.22,G,3,27,422,M9,Sp.2,G3,4,27,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.222,H,3,27,422,M9,Sp.3,H3,4,27,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.367,A,10,28,422,1%-Keratin,Sp.1,A10,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.372,B,10,28,422,1%-Keratin,Sp.2,B10,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.378,C,10,28,422,1%-Keratin,Sp.3,C10,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.377,D,10,28,422,1%-Keratin,blank,D10,4,28,NA,NA,NA - NA
0.364,A,11,28,422,1%-Keratin,Sp.1,A11,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.363,B,11,28,422,1%-Keratin,Sp.2,B11,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.363,C,11,28,422,1%-Keratin,Sp.3,C11,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.364,D,11,28,422,1%-Keratin,blank,D11,4,28,NA,NA,NA - NA
0.375,A,12,28,422,1%-Keratin,Sp.1,A12,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.36,B,12,28,422,1%-Keratin,Sp.2,B12,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.374,C,12,28,422,1%-Keratin,Sp.3,C12,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.378,D,12,28,422,1%-Keratin,blank,D12,4,28,NA,NA,NA - NA
0.375,A,7,28,422,13d-Keratin,Sp.1,A7,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.404,B,7,28,422,13d-Keratin,Sp.2,B7,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.565,C,7,28,422,13d-Keratin,Sp.3,C7,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.363,D,7,28,422,13d-Keratin,blank,D7,4,28,NA,NA,NA - NA
0.374,A,8,28,422,13d-Keratin,Sp.1,A8,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.38,B,8,28,422,13d-Keratin,Sp.2,B8,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.597,C,8,28,422,13d-Keratin,Sp.3,C8,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,8,28,422,13d-Keratin,blank,D8,4,28,NA,NA,NA - NA
0.379,A,9,28,422,13d-Keratin,Sp.1,A9,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.386,B,9,28,422,13d-Keratin,Sp.2,B9,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.594,C,9,28,422,13d-Keratin,Sp.3,C9,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,9,28,422,13d-Keratin,blank,D9,4,28,NA,NA,NA - NA
0.375,A,1,28,422,5d-Keratin,Sp.1,A1,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.416,B,1,28,422,5d-Keratin,Sp.2,B1,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.567,C,1,28,422,5d-Keratin,Sp.3,C1,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.394,D,1,28,422,5d-Keratin,blank,D1,4,28,NA,NA,NA - NA
0.364,A,2,28,422,5d-Keratin,Sp.1,A2,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.421,B,2,28,422,5d-Keratin,Sp.2,B2,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.584,C,2,28,422,5d-Keratin,Sp.3,C2,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.408,D,2,28,422,5d-Keratin,blank,D2,4,28,NA,NA,NA - NA
0.352,A,3,28,422,5d-Keratin,Sp.1,A3,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.438,B,3,28,422,5d-Keratin,Sp.2,B3,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.592,C,3,28,422,5d-Keratin,Sp.3,C3,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.416,D,3,28,422,5d-Keratin,blank,D3,4,28,NA,NA,NA - NA
0.348,A,4,28,422,9d-Keratin,Sp.1,A4,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.356,B,4,28,422,9d-Keratin,Sp.2,B4,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.521,C,4,28,422,9d-Keratin,Sp.3,C4,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.338,D,4,28,422,9d-Keratin,blank,D4,4,28,NA,NA,NA - NA
0.343,A,5,28,422,9d-Keratin,Sp.1,A5,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.341,B,5,28,422,9d-Keratin,Sp.2,B5,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.543,C,5,28,422,9d-Keratin,Sp.3,C5,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.343,D,5,28,422,9d-Keratin,blank,D5,4,28,NA,NA,NA - NA
0.367,A,6,28,422,9d-Keratin,Sp.1,A6,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.359,B,6,28,422,9d-Keratin,Sp.2,B6,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.55,C,6,28,422,9d-Keratin,Sp.3,C6,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.347,D,6,28,422,9d-Keratin,blank,D6,4,28,NA,NA,NA - NA
0.226,E,1,28,422,M9,blank,E1,4,28,NA,NA,NA - NA
0.212,F,1,28,422,M9,Sp.1,F1,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.211,G,1,28,422,M9,Sp.2,G1,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.206,H,1,28,422,M9,Sp.3,H1,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.222,E,2,28,422,M9,blank,E2,4,28,NA,NA,NA - NA
0.236,F,2,28,422,M9,Sp.1,F2,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.233,G,2,28,422,M9,Sp.2,G2,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.215,H,2,28,422,M9,Sp.3,H2,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.235,E,3,28,422,M9,blank,E3,4,28,NA,NA,NA - NA
0.219,F,3,28,422,M9,Sp.1,F3,4,28,EKS17.21,need 16S,EKS17.21 - need 16S
0.23,G,3,28,422,M9,Sp.2,G3,4,28,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.215,H,3,28,422,M9,Sp.3,H3,4,28,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.367,A,10,29,422,1%-Keratin,Sp.1,A10,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.374,B,10,29,422,1%-Keratin,Sp.2,B10,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.376,C,10,29,422,1%-Keratin,Sp.3,C10,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.376,D,10,29,422,1%-Keratin,blank,D10,4,29,NA,NA,NA - NA
0.364,A,11,29,422,1%-Keratin,Sp.1,A11,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.361,B,11,29,422,1%-Keratin,Sp.2,B11,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.366,C,11,29,422,1%-Keratin,Sp.3,C11,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.364,D,11,29,422,1%-Keratin,blank,D11,4,29,NA,NA,NA - NA
0.373,A,12,29,422,1%-Keratin,Sp.1,A12,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.359,B,12,29,422,1%-Keratin,Sp.2,B12,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.372,C,12,29,422,1%-Keratin,Sp.3,C12,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.379,D,12,29,422,1%-Keratin,blank,D12,4,29,NA,NA,NA - NA
0.376,A,7,29,422,13d-Keratin,Sp.1,A7,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.411,B,7,29,422,13d-Keratin,Sp.2,B7,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.54,C,7,29,422,13d-Keratin,Sp.3,C7,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.363,D,7,29,422,13d-Keratin,blank,D7,4,29,NA,NA,NA - NA
0.374,A,8,29,422,13d-Keratin,Sp.1,A8,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.39,B,8,29,422,13d-Keratin,Sp.2,B8,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.598,C,8,29,422,13d-Keratin,Sp.3,C8,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,8,29,422,13d-Keratin,blank,D8,4,29,NA,NA,NA - NA
0.38,A,9,29,422,13d-Keratin,Sp.1,A9,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.393,B,9,29,422,13d-Keratin,Sp.2,B9,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.604,C,9,29,422,13d-Keratin,Sp.3,C9,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.366,D,9,29,422,13d-Keratin,blank,D9,4,29,NA,NA,NA - NA
0.376,A,1,29,422,5d-Keratin,Sp.1,A1,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.418,B,1,29,422,5d-Keratin,Sp.2,B1,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.589,C,1,29,422,5d-Keratin,Sp.3,C1,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.393,D,1,29,422,5d-Keratin,blank,D1,4,29,NA,NA,NA - NA
0.365,A,2,29,422,5d-Keratin,Sp.1,A2,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.422,B,2,29,422,5d-Keratin,Sp.2,B2,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.603,C,2,29,422,5d-Keratin,Sp.3,C2,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.408,D,2,29,422,5d-Keratin,blank,D2,4,29,NA,NA,NA - NA
0.354,A,3,29,422,5d-Keratin,Sp.1,A3,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.441,B,3,29,422,5d-Keratin,Sp.2,B3,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.617,C,3,29,422,5d-Keratin,Sp.3,C3,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.416,D,3,29,422,5d-Keratin,blank,D3,4,29,NA,NA,NA - NA
0.348,A,4,29,422,9d-Keratin,Sp.1,A4,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.352,B,4,29,422,9d-Keratin,Sp.2,B4,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.543,C,4,29,422,9d-Keratin,Sp.3,C4,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.34,D,4,29,422,9d-Keratin,blank,D4,4,29,NA,NA,NA - NA
0.344,A,5,29,422,9d-Keratin,Sp.1,A5,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.342,B,5,29,422,9d-Keratin,Sp.2,B5,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.56,C,5,29,422,9d-Keratin,Sp.3,C5,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.345,D,5,29,422,9d-Keratin,blank,D5,4,29,NA,NA,NA - NA
0.368,A,6,29,422,9d-Keratin,Sp.1,A6,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.357,B,6,29,422,9d-Keratin,Sp.2,B6,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.526,C,6,29,422,9d-Keratin,Sp.3,C6,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.348,D,6,29,422,9d-Keratin,blank,D6,4,29,NA,NA,NA - NA
0.229,E,1,29,422,M9,blank,E1,4,29,NA,NA,NA - NA
0.208,F,1,29,422,M9,Sp.1,F1,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.209,G,1,29,422,M9,Sp.2,G1,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.207,H,1,29,422,M9,Sp.3,H1,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.227,E,2,29,422,M9,blank,E2,4,29,NA,NA,NA - NA
0.239,F,2,29,422,M9,Sp.1,F2,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.229,G,2,29,422,M9,Sp.2,G2,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.216,H,2,29,422,M9,Sp.3,H2,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.243,E,3,29,422,M9,blank,E3,4,29,NA,NA,NA - NA
0.213,F,3,29,422,M9,Sp.1,F3,4,29,EKS17.21,need 16S,EKS17.21 - need 16S
0.231,G,3,29,422,M9,Sp.2,G3,4,29,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.215,H,3,29,422,M9,Sp.3,H3,4,29,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.367,A,10,30,422,1%-Keratin,Sp.1,A10,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.372,B,10,30,422,1%-Keratin,Sp.2,B10,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.376,C,10,30,422,1%-Keratin,Sp.3,C10,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.376,D,10,30,422,1%-Keratin,blank,D10,4,30,NA,NA,NA - NA
0.363,A,11,30,422,1%-Keratin,Sp.1,A11,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.362,B,11,30,422,1%-Keratin,Sp.2,B11,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.364,C,11,30,422,1%-Keratin,Sp.3,C11,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
0.365,D,11,30,422,1%-Keratin,blank,D11,4,30,NA,NA,NA - NA
0.372,A,12,30,422,1%-Keratin,Sp.1,A12,4,30,EKS17.21,need 16S,EKS17.21 - need 16S
0.36,B,12,30,422,1%-Keratin,Sp.2,B12,4,30,EKS20.8,Paenarthrobacter,EKS20.8 - Paenarthrobacter
0.374,C,12,30,422,1%-Keratin,Sp.3,C12,4,30,TR087-7.2,Myroides odoratimimus,TR087-7.2 - Myroides odoratimimus
